fips,county,year,population,x18,x65_and_over,african_american,american_indian_alaskan_native,asian,native_hawaiian_other_pacific_islander,hispanic,percent_not_proficient_in_english,female,rural,diabetes,physical_inactivity.x,percent_high_housing_costs,percent_free_lunch,percent_drive_alone,percent_diabetic,percent_illiterate,zip_codes_with_healthy_foods,number_zip_codes.x,percent_healthy_foods,percent_park_access,percent_food_insecure,number_limited_access.x,percent_limited_access.x,percent_asian,number_food_insecure,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_insufficient_sleep,segregation_index,segregation_index_2,percent_free_or_reduced_lunch,percent_limited_access_to_healthy_foods,deaths,ypll_rate,percent_fair_poor,physically_unhealthy_days,mentally_unhealthy_days,percent_lbw,percent_smokers,percent_obese,percent_excessive_drinking,sti_cases,rates_per_100_000,teen_births,percent_uninsured,pcp_no,no_of_medicare_enrollees,acsc_rate,percent_hb_a1c,mammography_rate,afgr,psed,percent_unemployed,percent_children_in_poverty,percent_no_social_emotional_support,percent_single_parent_households,violent_crimes,pm_days,ozone_days,zip_codes_with_healthy_food,number_zip_codes.y,percent_healthy_food,rec_facs,rec_fac_rate,physical_inactivity.y,motor_vehicle_deaths,number_pcp,number_medicare_enrollees,number_diabetics,number_households,number_limited_access.y,percent_limited_access.y,number_fast_foods,percent_fast_foods,live_births,percent_physically_inactive,dentist_ratio,percent_mammography,percent_some_college,annual_violent_crimes,average_daily_pm25,percent_pop_in_viol,number_rec_facilities,rec_facility_rate,food_environment_index,percent_with_access,percent_alcohol_impaired,mhp_ratio,graduation_rate,injury_deaths,number_household_with_severe_problems,percent_severe_housing_problems,number_deaths,number_live_births,number_primary_care_physicians,number_mental_health_providers,preventable_hosp_rate,percent_receiving_hb_a1c,number_associations,number_violent_crimes,number_injury_deaths,presence_of_violation
51119,Middlesex,2017,10606,NA,NA,NA,NA,NA,NA,NA,0.0677310111,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,10.5,40.486646838,0.3694374198,0.46200264,1130,9.7685985447,10.329624029,33.4,25.380483243,25.458830821,48.815165877,NA,NA,8466.4,13.812698512,3.2721384606,3.2911987495,9.5087163233,14.92760171,26.2,14.571572582,33,NA,50,13.330604448,NA,NA,NA,NA,NA,NA,NA,4.2937399679,25.1,NA,28.836930456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2142,263,1668,NA,NA,NA,NA,NA,22.8,2121:1,68.518518519,57.993562232,NA,8.2,NA,NA,NA,8.7,37.019801077,42.857142857,1768:1,92.5,NA,NA,11.704545455,191,631,4,6,36.44,93.155893536,16,16.333333333,41,No
51121,Montgomery,2017,97653,NA,NA,NA,NA,NA,NA,NA,0.6816750971,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,14.6,2176.0277654,2.3053095235,6.0735461276,14000,11.222810534,11.31900222,36,33.360111354,37.512837536,37.695114535,NA,NA,5642.2,14.804739217,3.6077572872,3.4026819378,7.0375120231,18.208435876,24.2,18.951624911,276,NA,445,13.875474857,NA,NA,NA,NA,NA,NA,NA,4.3233082707,15.2,NA,24.914361001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8483,857,15180,NA,NA,NA,NA,NA,20,2441:1,69.460227273,79.392978094,NA,8.9,NA,NA,NA,7.7,76.051995932,25,603:1,85,NA,NA,20.882437482,779,6238,66,162,37.54,87.047841307,107,112,205,Yes
51125,Nelson,2017,14785,NA,NA,NA,NA,NA,NA,NA,0.2677942213,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,11.3,280.69289397,1.8687942341,0.5816706121,1680,10.704334519,11.046501679,31.9,18.694638145,18.493364438,52.871184687,NA,NA,8379.6,15.250092553,3.5890184293,3.4709702,6.3394683027,16.305821258,29.7,14.90924461,26,NA,72,16.653421634,NA,NA,NA,NA,NA,NA,NA,4.0311744155,23.2,NA,42.309021777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3209,390,2893,NA,NA,NA,NA,NA,22.4,1848:1,64.745762712,52.558922559,NA,8.4,NA,NA,NA,8.4,43.814913449,28,1232:1,77.5,NA,NA,13.192818111,241,978,11,12,40.52,89.487179487,18,13.666666667,64,No
51127,New Kent,2017,20392,NA,NA,NA,NA,NA,NA,NA,0.345329952,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,7.6,0.0116202135,6.3054e-5,1.1769321302,1460,8.4318664225,9.3414007723,32.7,10.484334744,9.9345613089,21.935910142,NA,NA,6247.4,11.452725067,2.8302662319,3.0340668491,7.7963404932,14.92120852,28.2,18.186918378,54,NA,80,11.694554305,NA,NA,NA,NA,NA,NA,NA,3.8035714286,10.2,NA,27.676056338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3758,580,4260,NA,NA,NA,NA,NA,21.2,6797:1,62.944162437,60.504019118,NA,8.7,NA,NA,NA,9.4,50.518205003,25.925925926,1020:1,90,NA,NA,13.870733479,216,1257,6,20,40.03,91.724137931,23,28.666666667,52,Yes
51131,Northampton,2017,12155,NA,NA,NA,NA,NA,NA,NA,2.1396001403,NA,NA,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA,NA,17.4,11.744724502,0.0947996166,0.8227067051,2130,12.52388735,12.07121771,35.6,4.1744759964,2.9986702899,74.439733495,NA,NA,10778.6,19.510629597,4.0321773907,3.6102908967,9.9703849951,18.132185488,36.1,13.273981276,77,NA,122,19.117158978,NA,NA,NA,NA,NA,NA,NA,6.1281337047,33.7,NA,50.832266325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2133,264,2343,NA,NA,NA,NA,NA,26.8,935:1,71.038251366,42.333901193,NA,7.8,NA,NA,NA,7.3,43.748486561,33.333333333,1216:1,77.5,NA,NA,15.339805825,241,1013,14,10,38.84,93.939393939,21,15.333333333,54,Yes
51133,Northumberland,2017,12232,NA,NA,NA,NA,NA,NA,NA,0.1437267501,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,13.5,171.41722973,1.3902451722,0.4414650098,1660,9.9004942688,10.367405988,33.4,21.196013776,19.499619096,55.876143561,NA,NA,5903.2,14.246365203,3.3007542386,3.2871697099,11.259259259,14.186587798,26.3,13.115302837,55,NA,71,17.617804302,NA,NA,NA,NA,NA,NA,NA,6.1687717371,29,NA,43.997939207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3298,352,1941,NA,NA,NA,NA,NA,25.9,874:1,76.109215017,53.123272526,NA,8,NA,NA,NA,8,35.587996756,22.222222222,12232:1,92.5,NA,NA,14.762741652,193,675,14,1,28.33,92.329545455,26,14.666666667,50,Yes
51135,Nottoway,2017,15673,NA,NA,NA,NA,NA,NA,NA,0.8846569422,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,17.5,3408.2891254,21.499332148,0.4402475595,2760,12.710567246,12.115827929,38.9,11.065376129,11.61443414,61.949956859,NA,NA,9509,19.809793999,4.0230927712,3.6775822641,11.830535572,20.564171928,34,14.909299356,123,NA,162,15.365351936,NA,NA,NA,NA,NA,NA,NA,4.5397401872,28.7,NA,43.506056528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2338,361,2972,NA,NA,NA,NA,NA,28.2,2239:1,63.768115942,39.920259158,NA,8.5,NA,NA,NA,5.1,31.445152337,38.095238095,3135:1,77.5,NA,NA,18.502202643,280,1251,12,5,45.24,88.36565097,30,36.666666667,55,No
51137,Orange,2017,35385,NA,NA,NA,NA,NA,NA,NA,1.6585425672,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,10.5,1455.9938778,4.348716818,1.1417267204,3590,9.5798073535,10.330527793,34,14.932019199,7.9544957175,41.650708541,NA,NA,7969.2,14.178303704,3.222569361,3.3099983284,7.1244950422,15.031821509,28.3,16.219861357,115,NA,205,14.135577305,NA,NA,NA,NA,NA,NA,NA,4.5838509317,15.2,NA,31.921311475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5681,720,7625,NA,NA,NA,NA,NA,25.6,3932:1,64.96350365,53.788353162,NA,8.8,NA,NA,NA,8.3,60.031062394,40.740740741,2212:1,87,NA,NA,14.738510301,461,2723,21,16,37.5,90,38,31.333333333,162,No
51139,Page,2017,23726,NA,NA,NA,NA,NA,NA,NA,0.1016664457,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,13,160.83437932,0.6689725452,0.4341229031,3120,10.621971857,11.129955394,34.3,57.483607346,46.738020006,50.770108386,NA,NA,9128.8,14.009201183,3.4486259657,3.4420478232,6.4225690276,17.393532244,28.3,15.781758519,49,NA,190,15.259212664,NA,NA,NA,NA,NA,NA,NA,6.9360211839,23.2,NA,35.676229508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3940,590,4880,NA,NA,NA,NA,NA,26.3,5932:1,54.545454545,40.474885845,NA,8.7,NA,NA,NA,8.2,80.887613343,26.666666667,3389:1,96,NA,NA,14.909090909,397,1666,11,7,69.41,85.762711864,26,30.333333333,105,Yes
51141,Patrick,2017,18045,NA,NA,NA,NA,NA,NA,NA,1.324842213,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,12.8,347.42273273,1.8789763804,0.3214186755,2350,12.115932463,12.055672142,33.7,28.645828377,28.035274782,47.297762478,NA,NA,10646,17.365575416,4.0549306474,3.7490862288,9.0739008419,19.115162813,30.9,13.804328141,19,NA,111,16.723623937,NA,NA,NA,NA,NA,NA,NA,5.4848445086,25.5,NA,30.033404191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3043,417,3293,NA,NA,NA,NA,NA,27.9,6015:1,64.658634538,49.276527331,NA,8.6,NA,NA,NA,8.1,38.02055165,8,6015:1,87.5,NA,NA,11.15360102,335,1069,3,3,48.94,91.127098321,22,20.666666667,113,No
51143,Pittsylvania,2017,62194,NA,NA,NA,NA,NA,NA,NA,0.6045424182,NA,NA,NA,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,13.2,3080.8376794,4.8512544947,0.4244782455,8280,10.988796781,11.12640386,36.9,21.875586849,20.875880067,53.844499409,NA,NA,8045.3,16.651309742,3.7844312224,3.4706930877,7.9819676478,16.7165222,32,14.70570771,212,NA,354,14.335151861,NA,NA,NA,NA,NA,NA,NA,5.34515979,25.6,NA,36.06271777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6954,1096,12628,NA,NA,NA,NA,NA,30.2,7774:1,66.721311475,57.225937773,NA,9.3,NA,NA,NA,7.7,32.595345322,37.142857143,12439:1,88,NA,NA,11.843618245,1011,3771,3,5,49.41,87.591240876,83,45.333333333,254,No
51145,Powhatan,2017,28031,NA,NA,NA,NA,NA,NA,NA,0.3029631272,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,7.5,590.0365708,2.103817196,0.624308801,2110,8.2471561549,8.9141745605,32.7,22.129102635,16.284108705,18.093431349,NA,NA,5410.4,10.645749366,2.9288540211,2.9281314551,7.1084337349,13.949247857,30,18.850713671,60,NA,72,11.613080769,NA,NA,NA,NA,NA,NA,NA,3.9229878402,8.5,NA,18.685309606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3074,364,5507,NA,NA,NA,NA,NA,22,2002:1,64.459930314,62.54769592,NA,8.7,NA,NA,NA,9.2,61.538187264,25.925925926,2803:1,90,NA,NA,12.676794133,299,1660,16,10,37.04,88.461538462,32,18.333333333,94,No
51147,Prince Edward,2017,22952,NA,NA,NA,NA,NA,NA,NA,0.869014212,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,18.2,1487.8646298,6.3671030034,1.2809341234,4200,12.010792589,12.04587781,37.7,11.927315588,13.798541205,64.595705802,NA,NA,8585.5,18.24469764,3.7710152631,3.688924131,11.484217596,19.130699756,32.1,17.034060858,124,NA,154,16.180320541,NA,NA,NA,NA,NA,NA,NA,6.4502959788,29.1,NA,38.240970499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3046,420,3627,NA,NA,NA,NA,NA,23.4,2869:1,60.431654676,57.621166003,NA,8.4,NA,NA,NA,6.5,70.485279014,32,459:1,82.5,NA,NA,17.4379611,274,1489,12,50,46.61,86.904761905,28,43,70,Yes
51149,Prince George,2017,37862,NA,NA,NA,NA,NA,NA,NA,0.492792206,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,13.3,3169.8615488,8.8729504514,1.9967249485,4880,9.5328330962,9.6188230595,40.7,28.829754752,25.339685522,41.291221551,NA,NA,6403.1,14.771180567,3.2990772478,3.0280699854,8.4518488419,16.671272252,33.2,18.300769554,245,NA,174,11.315028386,NA,NA,NA,NA,NA,NA,NA,5.3323495875,12.3,NA,28.141941843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2350,449,8116,NA,NA,NA,NA,NA,24.4,4207:1,61.352657005,55.788906839,NA,9,NA,NA,NA,7.3,72.864940518,18.181818182,947:1,82,NA,NA,10.092165899,388,2461,5,40,51.79,83.296213808,31,39.666666667,93,Yes
51153,Prince William,2017,451721,NA,NA,NA,NA,NA,NA,NA,5.5668541488,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,6.9,12166.14661,3.0263895727,8.7376942847,29520,8.7944767942,9.3050640505,36.4,35.956591656,27.473977658,39.72111738,NA,NA,4332.5,14.154226906,2.9621925686,2.9652827599,7.4041681776,12.548159721,25.5,16.146160922,1513,NA,2335,12.525215614,NA,NA,NA,NA,NA,NA,NA,4.1125541126,9,NA,22.473096281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29098,3187,122195,NA,NA,NA,NA,NA,16.9,2035:1,58.814166335,69.474441499,NA,9.7,NA,NA,NA,9.2,91.062979786,15.11627907,1065:1,86,NA,NA,15.312594382,2721,46879,197,424,40.83,84.719171635,271,713,709,No
51155,Pulaski,2017,34332,NA,NA,NA,NA,NA,NA,NA,0.3259511987,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,11.6,2063.1311775,5.9162972514,0.6466270535,4010,10.187687779000001,10.621215806,34.8,16.705816801,15.668185403,50.970654628,NA,NA,9865.4,13.684340211,3.4467450768,3.4103435839,8.4262148908,16.241482382,33,15.991569736,86,NA,313,12.321502973,NA,NA,NA,NA,NA,NA,NA,5.017921147,22.1,NA,37.796636807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4678,731,6363,NA,NA,NA,NA,NA,27,3815:1,68.19221968,54.117933723,NA,8.8,NA,NA,NA,7.9,67.354897912,32,3433:1,80,NA,NA,11.327731092,639,2243,16,10,74.9,88.508891929,54,79.666666667,163,No
51157,Rappahannock,2017,7378,NA,NA,NA,NA,NA,NA,NA,1.5265017668,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,8.8,1376.7526809,18.672896798,0.8538899431,660,8.9134961666,9.7639798728,32.2,13.859565448,6.030236058,32.644178455,NA,NA,5687.3,11.895513131,3.0307341083,3.1531857393,6.2937062937,14.135122349,27.2,16.018351371,21,NA,27,16.618808327,NA,NA,NA,NA,NA,NA,NA,4.0994445914,15.6,NA,18.480642805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1887,193,1369,NA,NA,NA,NA,NA,25,3689:1,50.568181818,62.597402597,NA,8.5,NA,NA,NA,7.2,35.914824359,40,1054:1,87.5,NA,NA,12.73006135,98,429,3,7,40.62,93.78238342,7,4.3333333333,26,No
51159,Richmond,2017,8908,NA,NA,NA,NA,NA,NA,NA,1.5970373799,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,12.7,225.27915318,2.4343975921,0.6623259991,1160,10.843794992,10.65153254,38.2,6.7387593202,0.3431728642,53.142857143,NA,NA,9002.9,16.916277547,3.5930663579,3.3338639969,9.0373280943,17.576561114,29.9,16.897878986,28,NA,48,17.17597471,NA,NA,NA,NA,NA,NA,NA,4.5605944146,23,NA,46.586345382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284,166,1494,NA,NA,NA,NA,NA,23.4,1782:1,70.526315789,38.479904497,NA,8.1,NA,NA,NA,8.1,19.904905987,40,742:1,87.5,NA,NA,12.95971979,149,509,NA,12,45.25,89.759036145,19,6,37,No
51161,Roanoke,2017,94409,NA,NA,NA,NA,NA,NA,NA,0.80353736,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,8.8,2706.358926,2.9297208431,3.5293245347,8190,9.1577050327,9.6063820957,32.7,35.65554908,24.849037675,26.836875317,NA,NA,5873.2,13.521087462,3.3289105996,3.2036111732,7.277720563,15.646164789,26.6,17.049765901,247,NA,362,9.7067813574,NA,NA,NA,NA,NA,NA,NA,3.8969950152,9.4,NA,26.072454844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13866,1427,19488,NA,NA,NA,NA,NA,25.5,1180:1,66.891891892,72.681727091,NA,9.2,NA,NA,NA,8.8,75.830302243,19.14893617,465:1,91,NA,NA,10.624835223,1069,5826,116,203,40.04,89.138051857,123,153.66666667,319,No
51163,Rockbridge,2017,22354,NA,NA,NA,NA,NA,NA,NA,0.2150738732,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,10.4,1418.1454964,6.357401248,0.5860248725,2330,10.052069211,10.799920764,34.4,28.231365563,18.673861078,40.835654596,NA,NA,5981.8,12.897612142,3.281188536,3.4230226428,7.5757575758,16.409060259,24.8,15.961141703,54,NA,134,14.904360223,NA,NA,NA,NA,NA,NA,NA,4.9676898223,18.6,NA,26.653306613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1581,180,3992,NA,NA,NA,NA,NA,26.5,22354:1,66.949152542,56.926454446,NA,8.6,NA,NA,NA,8.1,65.562379522,43.75,22354:1,87,NA,NA,11.586356253,297,1254,25,1,43.7,86.111111111,27,22.666666667,101,No
51165,Rockingham,2017,78593,NA,NA,NA,NA,NA,NA,NA,2.3657759255,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,8.5,4201.9244515,5.5060990794,0.7608820124,6590,9.6490718459,10.103000352,30.3,54.180082039,32.184817298,39.446069155000004,NA,NA,5459,13.577300731,3.3178972369,3.2126073534,6.579171638,14.324704041,26.4,17.000038819,158,NA,451,15.373693866,NA,NA,NA,NA,NA,NA,NA,4.1249160844,14,NA,21.209525441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8731,1047,17511,NA,NA,NA,NA,NA,23.5,4912:1,55.414908579,52.557077626,NA,9.1,NA,NA,NA,8.6,62.770920146,32.857142857,7859:1,NA,NA,NA,14.232336957,777,5867,17,10,43.6,90.35339064,109,67,258,No
51167,Russell,2017,27891,NA,NA,NA,NA,NA,NA,NA,0.2391361208,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,12.9,859.40211502,2.9740184622,0.215123158,3670,12.176804113,12.02047561,35.9,50.407034848,41.096931956,56.763227197,NA,NA,10908.6,17.603069962,4.2750332221,3.8426252867,7.9528718704,18.860671383,28.9,15.405999897,32,NA,275,14.456766668,NA,NA,NA,NA,NA,NA,NA,6.4863467999,28.2,NA,28.506950713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307,542,5539,NA,NA,NA,NA,NA,26.8,9297:1,65.436241611,49.63655244,NA,9.2,NA,NA,NA,8,44.624009413,26.666666667,1641:1,87,NA,NA,12.064343164,578,2037,11,17,127.72,88.929889299,25,50,131,No
51169,Scott,2017,22126,NA,NA,NA,NA,NA,NA,NA,0.2788104089,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,11.5,1194.373264,5.1532694654,0.1853023592,2610,11.677789584,11.678109366,35.8,53.797141049,38.054877474,54.242664552,NA,NA,8930.2,16.628201476,3.8516099888,3.6523413477,9.5172413793,17.835903256,31.2,15.819959988,32,NA,185,14.440475493,NA,NA,NA,NA,NA,NA,NA,5.1364200083,24.5,NA,28.393881453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235,393,4184,NA,NA,NA,NA,NA,32.7,4425:1,66.829268293,57.08293613,NA,10,NA,NA,NA,8,47.426327825,11.111111111,1054:1,89,NA,NA,10.577915377,426,1450,8,21,81.28,93.384223919,12,25.666666667,107,Yes
51171,Shenandoah,2017,43190,NA,NA,NA,NA,NA,NA,NA,2.3353248878,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,9.7,1075.1132067,2.5602200526,0.7571197036,4120,10.009516242,10.59184197,34.8,38.569245641,28.791793702,43.318269852,NA,NA,6305.3,14.11823086,3.4729988374,3.3651557062,7.4152542373,15.846361776,26.6,15.940605144,82,NA,302,14.499370738,NA,NA,NA,NA,NA,NA,NA,4.2589277301,17.7,NA,30.693960184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7415,957,8891,NA,NA,NA,NA,NA,23.8,3599:1,59.665144597,48.156822811,NA,9.1,NA,NA,NA,8.7,61.769818779,20,2399:1,91,NA,NA,13.653348663,558,3304,23,18,66.01,86.31138976,70,62,179,No
51173,Smyth,2017,31470,NA,NA,NA,NA,NA,NA,NA,0.2924559654,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,13.6,1182.8611532,3.6725694026,0.403558945,4320,11.083841445,11.45859255,34.1,51.06760859,38.876250681,55.38231525,NA,NA,9079.3,15.873971403,3.6777978062,3.5462472439,9.3054925102,18.980828537,29.6,16.059804502,63,NA,365,13.705807071,NA,NA,NA,NA,NA,NA,NA,6.4801178203,27.6,NA,34.399621809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4809,638,6346,NA,NA,NA,NA,NA,27.5,1851:1,62.944162437,54.421862126,NA,8.6,NA,NA,NA,7.7,76.307128664,36.363636364,874:1,88,NA,NA,11.304347826,595,2203,19,36,70.86,87.774294671,35,50.333333333,127,No
51175,Southampton,2017,18109,NA,NA,NA,NA,NA,NA,NA,0.0457142857,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,14.9,2722.9942933,14.663404918,0.3589375449,2740,10.603682272,10.922374101,39.1,14.161428507,13.520324092,47.25631769,NA,NA,6149.9,16.297166042,3.4660591234,3.421117719,10.31598513,17.046372975,31.1,14.679909987,89,NA,82,14.015630815,NA,NA,NA,NA,NA,NA,NA,4.0264097846,20.9,NA,42.681564246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746,258,3580,NA,NA,NA,NA,NA,29.7,18109:1,63.448275862,56.1,NA,8.5,NA,NA,NA,6.3,17.442110932,44,NA,82.5,NA,NA,13.338301043,255,1076,4,NA,47.19,87.209302326,28,25.333333333,53,Yes
51177,Spotsylvania,2017,130475,NA,NA,NA,NA,NA,NA,NA,1.3067417514,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,9,6295.873993,5.1438139766,2.6855719486,11340,9.0537182022,9.8267965298,36.4,21.911037371,23.776422329,37.756938921,NA,NA,6124.6,12.921327528,3.1289078694,3.1969582499,7.1506649663,15.108278,32.7,17.260788459,373,NA,784,12.007258885,NA,NA,NA,NA,NA,NA,NA,4.6234211757,10.9,NA,25.87146467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12107,1715,32847,NA,NA,NA,NA,NA,24.9,2509:1,57.118927973,59.686690294,NA,8.9,NA,NA,NA,8.5,74.554114888,33.870967742,1838:1,88,NA,NA,13.102373532,1199,10978,83,71,62.53,84.081632653,95,243.66666667,339,No
51179,Stafford,2017,142003,NA,NA,NA,NA,NA,NA,NA,1.4704850418,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,7.7,3836.7258312,2.9751055212,3.3851397506,10310,8.4026748832,9.0869024565,34.9,22.7914506,23.912978438,26.830595147,NA,NA,4751.8,11.924343352,2.918147776,2.9258462389,6.6870073735,13.9590595,29.6,18.944578877,398,NA,632,9.259244213,NA,NA,NA,NA,NA,NA,NA,4.4738538091,7.1,NA,22.687218734000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10886,1493,37109,NA,NA,NA,NA,NA,20.7,2898:1,59.336492891,70.560722396,NA,9,NA,NA,NA,9,81.059390048,25,1632:1,90,NA,NA,11.865813182,999,11799,42,87,60.92,84.460817147,87,206.33333333,279,No
51181,Surry,2017,6709,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,15.4,468.40584371,6.6365237136,0.4769712327,1060,11.108481777,11.264441959,38.4,3.3139863975,1.8984604404,61.937716263,NA,NA,8053.3,17.459968904,3.6893975154,3.5435338976,9.7949886105,17.599069286,35.3,13.914037064,43,NA,32,13.593294461,NA,NA,NA,NA,NA,NA,NA,5.1951547779,20,NA,45.17611026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,145,1306,NA,NA,NA,NA,NA,26.1,NA,64.0625,56.92657078,NA,8.2,NA,NA,NA,7.1,8.6001700198,25,1677:1,82.5,NA,NA,11.153846154,105,439,1,4,46,91.724137931,11,15.333333333,15,Yes
51183,Sussex,2017,11715,NA,NA,NA,NA,NA,NA,NA,0.8212645708,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,20.9,1472.346959,12.181243972,0.5377720871,2490,12.105712903,11.432240371,42.4,15.438559538,16.213788655,86.216216216,NA,NA,8033.3,19.849028053,3.8074189464,3.4313483365,11.185086551,20.633273146,35.9,15.510001563,62,NA,96,14.703084658,NA,NA,NA,NA,NA,NA,NA,6.7613089509,29,NA,50.89234312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363,223,1737,NA,NA,NA,NA,NA,25.5,5858:1,71.31147541,22.86665082,NA,8.6,NA,NA,NA,5.3,3.34243402,23.076923077,3905:1,72.5,NA,NA,8.636977058,184,751,3,3,55.09,86.995515695,20,15.666666667,30,Yes
51185,Tazewell,2017,42899,NA,NA,NA,NA,NA,NA,NA,0.3337895925,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,13.6,3121.6976606,6.9251024016,0.7459381338,6030,10.755848425,11.207100178,34.8,48.252776941,44.442283245,51.975586251,NA,NA,11677.2,15.065268407,3.5890330975,3.4963169455,10.307357963,17.77089202,30.3,15.553194399,63,NA,427,15.34308345,NA,NA,NA,NA,NA,NA,NA,7.4849578821,24.1,NA,28.992628993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6277,1007,8547,NA,NA,NA,NA,NA,29.6,2860:1,58.378378378,52.706015463,NA,8.8,NA,NA,NA,7.4,51.619415236,32,794:1,76,NA,NA,11.177917464,946,3221,32,54,87.77,84.905660377,55,72.666666667,199,No
51187,Warren,2017,39083,NA,NA,NA,NA,NA,NA,NA,0.5820529089,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,9.5,569.69857161,1.5161638632,1.2409487501,3600,8.9562890956,9.8053030734,32.6,33.358559261,35.437190642,40.922563913,NA,NA,6901.7,11.978856478,2.9972167329,3.0956593015,6.7937288657,16.630612879,29.2,18.363586734,125,NA,269,13.887702167,NA,NA,NA,NA,NA,NA,NA,4.7367361321,15.1,NA,29.951912068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4765,672,8734,NA,NA,NA,NA,NA,21.2,4343:1,56.71641791,51.63239347,NA,9.1,NA,NA,NA,8.8,81.695276114,38.461538462,1184:1,88,NA,NA,14.702815433,482,3253,20,33,76.52,87.648809524,51,43.333333333,135,No
